id	neighbourhood
9425524	Lefferts Garden
187979	Williamsburg
9887326	Upper West Side
6610511	Harlem
187986	Chelsea
10542679	Bedford-Stuyvesant
712260	Carroll Gardens
2285132	Williamsburg
581180	Clinton Hill
13688390	
4251194	Upper East Side
56894	Crown Heights
7265845	
10542658	Greenpoint
2416191	Williamsburg
1629755	Financial District
13688372	Bedford-Stuyvesant
12377650	
7699037	Washington Heights
15130158	Woodside
9887276	Civic Center
2022938	Brooklyn
2547198	Nolita
10149393	Hell's Kitchen
8052243	Williamsburg
712196	Flushing
712200	Flushing
11789014	Flushing
14605837	Lower East Side
13688335	Riverdale
12377603	Ozone Park
6479356	Bushwick
4180818	Bushwick
5692899	Chelsea
3911632	
2416104	Kensington
10280439	Hamilton Heights
12377581	Hell's Kitchen
10309019	Hell's Kitchen
12377748	Hell's Kitchen
15130090	
6737827	Crown Heights
10411487	Williamsburg
12377559	Boerum Hill
15261141	Crown Heights
13688278	Downtown Brooklyn
6628599	Gramercy Park
713616	Chelsea
9757581	Greenpoint
58257	Greenpoint
1106820	Upper East Side
206316	Fort Greene
4445021	Hell's Kitchen
10019717	Midtown
7565221	Midtown
11985793	Greenpoint
4252539	Sheepshead Bay
7065748	Alphabet City
1893225	Prospect Heights
5237422	Prospect Heights
4907861	Bushwick
14738282	West Village
975656	Noho
9757544	Crown Heights
9757785	Crown Heights
14527923	East Harlem
13689670	
8368723	Brooklyn Heights
8184649	Nolita
14383928	Park Slope
10150723	West Village
7791398	Prospect Heights
3352030	Boerum Hill
15000377	Chinatown
4776753	Upper West Side
4776725	Little Italy
9626407	Lower East Side
11461413	Clinton Hill
7480795	Alphabet City
4776737	Crown Heights
7398163	Gramercy Park
1936408	Williamsburg
58101	Noho
96804	Williamsburg
12247826	Chelsea
58059	Hamilton Heights
476983	Hamilton Heights
7529231	Bedford-Stuyvesant
5301003	Park Slope
14869260	
12903170	Elmhurst
7398144	Williamsburg
10019587	Williamsburg
189181	Chelsea
10150648	Financial District
10150655	Financial District
8117532	Financial District
3465977	
3767079	East Harlem
3469295	East Harlem
3766770	East Harlem
6480631	Williamsburg
3465972	Williamsburg
12772076	Astoria
12762161	Astoria
12509919	Williamsburg
1713617	Elmhurst
582372	Astoria
4907749	
6349524	East Village
13296349	
11461331	Crown Heights
381048	Greenpoint
14756898	Greenpoint
7922378	Upper West Side
4903029	Windsor Terrace
5580236	Upper West Side
9495238	Washington Heights
7660226	Midtown East
5747984	Midtown East
1893064	Bushwick
8184502	Financial District
12247741	Upper East Side
2810555	Williamsburg
13427383	Upper East Side
3464920	Park Slope
713385	Crown Heights
9233068	Greenpoint
9495205	
9280902	Bedford-Stuyvesant
9757351	Upper East Side
5825173	Crown Heights
10083973	Williamsburg
14213784	Williamsburg
9381315	East Village
10674836	East Village
5956257	Lefferts Garden
6544347	Park Slope
6611592	Ditmars / Steinway
11592324	Sunnyside
9626243	Bedford-Stuyvesant
6611547	Park Slope
7877599	Park Slope
1368674	Chinatown
6480509	Ridgewood
15262338	
9364096	Bedford-Stuyvesant
13951611	
9626230	Bedford-Stuyvesant
6480490	Williamsburg
10412649	Bushwick
1106505	Williamsburg
2674784	Windsor Terrace
7660099	
4121173	Financial District
4025313	Financial District
4645457	Crown Heights
5562962	
13296207	
12380920	
14737992	Hamilton Heights
14869063	Gramercy Park
15131184	
57901	Upper West Side
13876073	Upper West Side
14398671	Upper West Side
2066451	Upper West Side
14798941	Bushwick
11067934	Chinatown
14213665	
2155043	
12247584	Bedford-Stuyvesant
9757209	East Harlem
4121110	Upper West Side
14606868	Williamsburg
15131155	
7660047	Morris Heights
4252172	Williamsburg
15131139	Sunset Park
10019335	Hamilton Heights
10019312	
3727861	Harlem
1364051	
9757167	Alphabet City
11456592	Bedford-Stuyvesant
11851598	Financial District
9495007	Williamsburg
3334616	Williamsburg
6716154	Upper East Side
3857863	Washington Heights
12639689	Clinton Hill
5735447	Fort Greene
5692870	Greenpoint
12639681	
14715103	
7897307	Greenwich Village
8969658	Boerum Hill
9493938	Hamilton Heights
11722160	East Harlem
8854748	Tremont
7658927	Tremont
10280355	Park Slope
5037473	Morningside Heights
9756054	East Harlem
5692807	Chelsea
9756047	
12508552	
2022729	Alphabet City
11459958	
12830606	Bedford-Stuyvesant
7134595	Lower East Side
11851560	East Village
8838513	Bedford-Stuyvesant
4775278	Clinton Hill
7920993	
9362788	
580943	West Village
5561693	East Harlem
8052046	Bushwick
6403795	Bushwick
4150060	Bushwick
5893989	
15082723	Williamsburg
15179790	
7134550	Lower East Side
7920963	Harlem
8183217	Crown Heights
7179646	Crown Heights
8183112	Crown Heights
7396662	Lower East Side
6610244	Hamilton Heights
13294914	Greenpoint
13294908	Williamsburg
14474538	Upper East Side
14474111	Upper East Side
15235633	Williamsburg
4250885	
15260962	Soho
843036	Washington Heights
187671	East Village
9490272	Williamsburg
6347853	Washington Heights
14212170	Williamsburg
8507643	Astoria
13771957	Washington Heights
2284614	Alphabet City
13294658	Times Square/Theatre District
12941220	Times Square/Theatre District
7265331	
7789606	Bushwick
2677779	Jackson Heights
13294627	East Village
2969489	Williamsburg
6741023	Williamsburg
10017822	Bensonhurst
449553	Soho
6740977	Fort Greene
876830	Flatiron District
2153435	Williamsburg
8381754	Washington Heights
9886735	Crown Heights
11721727	Washington Heights
10542066	Jackson Heights
10038776	Jackson Heights
13558030	Jackson Heights
7265268	
973791	
10673134	Upper East Side
711635	East Village
5299177	Prospect Heights
7265249	Greenwood Heights
7265253	Financial District
8051678	Flatiron District
2677706	Greenwood Heights
14252537	Williamsburg
15148174	Williamsburg
9362388	Hamilton Heights
15042314	Bedford-Stuyvesant
14522632	Bushwick
8444863	Harlem
13356874	Harlem
7658409	Alphabet City
2677677	Upper East Side
13556650	Upper East Side
8716711	Upper East Side
13687717	Crown Heights
13163427	Upper West Side
5954466	Greenpoint
1498016	Bedford-Stuyvesant
14057547	Bedford-Stuyvesant
11983777	
3070876	Harlem
8385108	
3595165	
2022267	Bushwick
9231257	
6846956	
15129491	
9886610	Ridgewood
15178955	Ridgewood
13556607	East New York
12114810	Midtown
7920508	
7933773	
9362280	Elmhurst
4774763	Crown Heights
7396215	Greenpoint
14867315	
5823337	Morningside Heights
1891167	Midwood
15129443	
7265118	Washington Heights
233189	Hell's Kitchen
9362269	Williamsburg
13662692	Upper West Side
10088588	Greenpoint
2022232	Greenpoint
14798649	Lefferts Garden
14342997	Nolita
13182093	Bedford-Stuyvesant
9493324	Williamsburg
1135082	Union Square
6740811	Midtown East
7002943	
13032261	Midtown East
10279737	Williamsburg
11476545	Williamsburg
7265079	Park Slope
8444730	Greenwich Village
12507960	Harlem
13556533	Soho
9886516	Financial District
377217	Upper West Side
9886514	
11046481	Bushwick
11045683	Bushwick
10410795	Hell's Kitchen
1235759	Chinatown
1891118	Bedford-Stuyvesant
2939670	Woodhaven
2942129	Woodhaven
11412614	Brooklyn Heights
13949732	Lefferts Garden
5183778	Gramercy Park
4905763	Gramercy Park
3857180	Lefferts Garden
7434316	Lefferts Garden
6347527	
13032207	Kips Bay
3332881	East Harlem
13556488	The Rockaways
10407723	Fort Greene
7920394	
12155351	Alphabet City
1235717	Crown Heights
5430017	Crown Heights
973535	Jackson Heights
7002884	
10411964	Bedford-Stuyvesant
10280894	Long Island City
9756612	Morningside Heights
2023357	
13426615	Harlem
8576948	Williamsburg
1105845	Chelsea
5492717	Carroll Gardens
13688739	Fordham
6741922	Williamsburg
14475157	
13164444	Williamsburg
14396094	Chelsea
13164439	Brooklyn Heights
13709234	Harlem
10674061	Harlem
2285440	Greenpoint
6334824	Greenpoint
9363340	Williamsburg
5562710	East Village
5300082	East Village
7269771	East Village
450440	Flatbush
4251513	Bushwick
6348659	Lefferts Garden
3202938	Upper East Side
450393	Flatiron District
581488	Williamsburg
13859473	Bushwick
7397226	Bedford-Stuyvesant
7430660	Bedford-Stuyvesant
3071819	East Village
57166	Ditmars / Steinway
4251490	Williamsburg
13688676	Brooklyn Heights
9119032	Inwood
10988468	
11334476	
2940729	Flatbush
4644688	Hell's Kitchen
612936	Upper West Side
13164373	Washington Heights
2154313	Alphabet City
10018637	Bedford-Stuyvesant
10039785	Bedford-Stuyvesant
9625399	Lower East Side
9887539	Hamilton Heights
13138568	Flatiron District
2285355	Upper West Side
1669149	Hell's Kitchen
10673957	Bushwick
15130415	Washington Heights
10149677	Williamsburg
8838932	Fort Greene
10411803	Bushwick
842494	Upper West Side
4774658	Washington Heights
9755384	Hell's Kitchen
842484	Lower East Side
6609654	Harlem
318187	Bushwick
2022126	Midtown East
5036776	East Village
9282691	East Village
580323	East Harlem
10148581	Chelsea
11983581	Bushwick
56027	Hell's Kitchen
842462	West Village
2153173	Carroll Gardens
5561046	Tribeca
8313551	Sunnyside
13294291	Williamsburg
5298896	Financial District
5619149	Financial District
8266871	Bedford-Stuyvesant
13728204	Long Island City
1104567	Richmond Hill
12114628	Upper West Side
8968898	
3201696	Hamilton Heights
2546363	Williamsburg
7983640	Williamsburg
12245694	Inwood
9398776	Inwood
1628851	Sunnyside
6478503	Chinatown
6478501	
2808477	
9624220	Hell's Kitchen
7715192	Hell's Kitchen
38780	Washington Heights
1104533	Upper West Side
9493142	Greenpoint
3067670	Chelsea
7920250	Williamsburg
5036659	Crown Heights
9755270	Bushwick
4774496	
9624177	Williamsburg
449130	Harlem
669633	Gowanus
10017359	Hell's Kitchen
9624163	Upper West Side
13818463	Upper West Side
10288028	Upper West Side
9754624	Astoria
11065341	Greenpoint
3201019	Upper West Side
3856374	Hudson Square
1307590	Crown Heights
6871028	Crown Heights
13686775	Greenwich Village
5036008	Hell's Kitchen
8968164	Astoria
8063109	Bedford-Stuyvesant
14667204	
15056042	
14604253	Greenwood Heights
7788504	Ditmars / Steinway
14342097	Midtown
186305	East Village
1759154	Bushwick
9361349	East Village
13031383	Williamsburg
9970676	Bushwick
15128519	Bushwick
9492398	Midtown East
14473142	Downtown Brooklyn
11065264	Upper East Side
10409905	East Harlem
5560235	Union Square
3200930	
2021284	Greenwich Village
5560227	Bushwick
13293463	East Village
4511643	East Harlem
13116397	Alphabet City
9887763	
9895587	
9958322	
6084475	Long Island City
5691265	Hell's Kitchen
11325079	Clinton Hill
9755736	Jamaica
10425759	Jamaica
10540927	Jamaica
7395202	Clinton Hill
6504972	Bushwick
7502141	Corona
13031287	Kensington
13207158	Flatbush
14210928	
1890143	Alphabet City
10561603	Greenpoint
10540910	
10540876	
2545486	Midtown
11089123	Lower East Side
8444115	Lower East Side
9754436	
11206278	
2807615	Upper West Side
6477635	Williamsburg
186178	Prospect Heights
10058036	East Village
14473014	Alphabet City
11860619	Bedford-Stuyvesant
8443684	Bedford-Stuyvesant
6346548	Bushwick
15128365	Bay Ridge
2283304	Williamsburg
1365778	Upper East Side
686384	Chelsea
7939035	Flatbush
13031184	Park Slope
13293325	
4249342	Financial District
13312982	
4642566	Williamsburg
6346496	East Village
4642539	Hell's Kitchen
5560055	Williamsburg
14341883	Hamilton Heights
4427455	Park Slope
10075145	Financial District
9885430	West Village
7132891	Bushwick
2676453	East Harlem
4642532	Bedford-Stuyvesant
7603311	Clinton Hill
2021064	Jamaica
9970637	Williamsburg
6346456	Nolita
6087959	Boerum Hill
10409669	Long Island City
3200721	Lower East Side
3200713	Upper West Side
13686462	Bedford-Stuyvesant
13577332	Lower East Side
13577386	Lower East Side
13424311	
13577433	Lower East Side
7919303	Bushwick
4511416	
7263899	Bedford-Stuyvesant
579251	Bushwick
13162150	Woodside
1502018	Williamsburg
3593884	Williamsburg
13686425	Hamilton Heights
710290	Crown Heights
2676352	Murray Hill
710284	Chelsea
710283	Greenpoint
4904582	
14866057	Financial District
5953157	Bedford-Stuyvesant
8967811	Fort Greene
8443516	Bushwick
14605582	Bayside
13294859	Williamsburg
2284809	
9624825	
11984115	Bedford-Stuyvesant
13881212	Williamsburg
7174695	Upper East Side
3595503	East Village
14605543	
13990437	
10280162	Williamsburg
842973	Hell's Kitchen
4119763	Bedford Park
7265495	Kips Bay
187566	Bedford-Stuyvesant
9624796	Upper East Side
9824818	Upper East Side
12723407	
449711	Soho
56523	Flatbush
9362648	Williamsburg
7789780	Inwood
5954758	
13163699	Bedford-Stuyvesant
8838341	Upper West Side
14212273	Williamsburg
1498283	Manhattan Beach
7527594	Astoria
5823661	Upper East Side
973989	Bushwick
4978439	Bushwick
449680	Longwood
12246178	East Harlem
2546851	Lower East Side
11459743	Greenpoint
7396507	Bedford-Stuyvesant
10673295	Upper East Side
449660	Windsor Terrace
7134343	
13163670	Crown Heights
10298562	Clinton Hill
11328648	
4250746	Bushwick
3595394	Greenpoint
13163645	
846671	Concourse
13116608	
14867577	
14339945	
249704	Williamsburg
5561462	Harlem
13425780	Crown Heights
861689	West Village
4775014	Upper East Side
13556846	Bushwick
11904610	Bushwick
2940007	Lower East Side
9362527	Washington Heights
1498148	Hell's Kitchen
10148955	Clinton Hill
8445013	East Village
5692492	Washington Heights
9696424	Washington Heights
9885309	
15128177	Flushing
7788126	Hell's Kitchen
15292068	Lower East Side
15128169	Lower East Side
12506726	Long Island City
9809709	Upper West Side
1365597	Upper West Side
6870626	Crown Heights
4129383	Crown Heights
4773463	Long Island City
8224368	Bushwick
11851350	Bushwick
1778616	Morningside Heights
6739520	Hell's Kitchen
11471197	Hell's Kitchen
4249131	
1627696	Hell's Kitchen
2260453	Hell's Kitchen
13162066	Chelsea
2414157	Flatbush
1292428	Chelsea
841292	Chelsea
54846	Washington Heights
9492042	Morningside Heights
3331656	Williamsburg
9492024	Lower East Side
4511271	Astoria
5953069	Harlem
2545184	
14603806	West Village
4033521	Crown Heights
3200522	Crown Heights
15082415	The Rockaways
10540562	East Harlem
11851288	Sunnyside
7525905	West Village
9730306	Hell's Kitchen
9123	Alphabet City
8443396	Soho
7656966	
841211	Chelsea
5297660	Crown Heights
9360889	
841207	West Village
7919094	Williamsburg
7919096	Bedford-Stuyvesant
2569108	Bedford-Stuyvesant
15147943	Downtown Brooklyn
841192	Williamsburg
14472679	
7965539	
6908837	Jamaica
7787983	Jamaica
8312289	
10671589	Windsor Terrace
4642269	Williamsburg
5315955	Brooklyn Heights
14534749	Kensington
14534327	Kensington
14534540	Kensington
4203428	Williamsburg
8049964	Highbridge
1264465	Prospect Heights
1758500	Prospect Heights
11720001	Harlem
7264379	Williamsburg
10540337	Hamilton Heights
14865705	
11456047	Elmhurst
13902725	Hell's Kitchen
8049950	Lower East Side
14341397	
3855633	
447766	
12899592	Williamsburg
14472462	Lower East Side
5559559	Midtown East
12244226	Financial District
1496319	Williamsburg
13686022	Gowanus
161996	Hamilton Heights
12810452	Civic Center
239740	Crown Heights
1525345	Crown Heights
3359768	Crown Heights
54486	Crown Heights
15055807	
15051759	
14989578	Astoria
14341347	
4379866	Norwood
5658490	Alphabet City
9155206	
13757434	
9295651	
9298319	
9117817	
4129909	Bedford-Stuyvesant
1758391	Bedford-Stuyvesant
4248788	Upper West Side
7132370	East Village
336756	Williamsburg
14007011	Inwood
9884880	Inwood
4773071	Park Slope
13292740	East Village
9861323	Park Slope
14472385	Chelsea
7001262	Crown Heights
13685932	Hell's Kitchen
13494915	Lower East Side
8311970	Lower East Side
12002808	Williamsburg
13030571	Williamsburg
2390214	Greenpoint
11850918	Alphabet City
3509822	Bushwick
1785942	Lefferts Garden
5093278	Lefferts Garden
1040182	Lefferts Garden
1511303	Lefferts Garden
957642	Lefferts Garden
5297292	Bedford-Stuyvesant
11981982	Prospect Heights
13292687	Williamsburg
11850900	Williamsburg
6739095	Gowanus
185478	Fort Greene
14472323	Hamilton Heights
14341253	Washington Heights
12113015	Midtown
1102942	Kips Bay
13685871	Williamsburg
8574047	Upper West Side
8836180	Williamsburg
8812730	Lower East Side
840794	Prospect Heights
1494527	Williamsburg
8098736	
7918660	
5749569	Soho
8836173	Soho
5690435	Kips Bay
2151479	Bedford-Stuyvesant
2806791	Washington Heights
12794791	
185406	Lower East Side
2156230	Clinton Hill
1365000	Clinton Hill
8049708	Kingsbridge Heights
5559349	Upper West Side
1365028	Soho
4510736	Upper East Side
11892476	Harlem
11850782	
13554710	
644001	Hamilton Heights
8610516	Hamilton Heights
1758214	Greenpoint
7656468	
8311835	
14633924	
7563493	
8311823	
11457547	East Village
6870029	Park Slope
9491450	Richmond Hill
6345728	Greenwich Village
12243947	Gowanus
5989927	Kips Bay
14281481	Midtown
6869991	
9534327	Bedford-Stuyvesant
2739707	Bedford-Stuyvesant
6476769	Long Island City
11850717	Alphabet City
12417189	Astoria
840667	Greenwich Village
8311762	Bedford-Stuyvesant
5856943	Fort Greene
7001049	Fort Greene
2151375	Midtown
1364921	Lower East Side
8704967	Upper East Side
11981743	Midtown East
185266	East Williamsburg
8311723	
9229199	Clinton Hill
14472100	Kips Bay
14472536	Kips Bay
6169412	Inwood
4643401	Williamsburg
8968789	
973379	Prospect Heights
12114520	
10672723	Midwood
15129178	
13563528	
15148076	
15148235	
15042606	
13598306	
13598099	Kensington
13597929	
14637123	
14617654	
13563438	
1888006	Bushwick
1906804	Bushwick
1899076	Bushwick
15192585	Bushwick
15292103	Bushwick
55888	Upper East Side
318021	Harlem
7264838	Astoria
842279	Harlem
13294137	Williamsbridge
55857	Chelsea
10803759	Williamsburg
372843	Lower East Side
6672133	
1890851	Bedford-Stuyvesant
7526944	Harlem
9755074	Bedford-Stuyvesant
2546120	
842170	Lower East Side
448936	Chelsea
392794	Chelsea
9755064	Nolita
842167	Lower East Side
1628564	Washington Heights
975369	Washington Heights
13031854	
317838	West Village
74821	Harlem
7657879	Chelsea
521233	Chelsea
4512169	Crown Heights
3332487	Bushwick
3732008	Bushwick
8051094	East Village
7264659	Upper West Side
13031826	Crown Heights
12114319	Alphabet City
10319189	Bay Ridge
9361805	Bay Ridge
7966929	Sheepshead Bay
6478214	Chelsea
11711862	Bushwick
13705991	
13487852	
9492859	
12864095	Boerum Hill
4643192	
7851753	Fort Greene
1497459	Park Slope
186730	Hamilton Heights
12567307	Greenpoint
13424996	Bushwick
9230690	Williamsburg
4512097	Clinton Hill
14132431	
14211422	Flatbush
973128	Brooklyn Heights
9754968	East Harlem
988991	Lower East Side
3463475	Lower East Side
14339810	Harlem
1104208	
14473545	Clinton Hill
8444227	Soho
10017099	Williamsburg
9886015	Bedford-Stuyvesant
6478141	Elmhurst
6262562	Forest Hills
7526715	Harlem
4774190	Gramercy Park
12114228	Upper East Side
11852071	
7002406	Morningside Heights
11065633	Gramercy Park
4203567	Gramercy Park
12114201	Upper West Side
10017050	Jackson Heights
9695450	
12114193	East Village
13687060	Kips Bay
13424903	Lower East Side
9230605	Hell's Kitchen
10166883	East Harlem
10167341	East Harlem
13293823	Hell's Kitchen
7264510	Meatpacking District
13654069	Greenpoint
14342388	
5298427	
15016999	Crown Heights
1759462	East Village
7264496	
579817	Alphabet City
216015	Nolita
5036261	Ditmars / Steinway
7659180	Bushwick
317662	Greenpoint
12114146	Park Slope
55467	East Williamsburg
55505	Bushwick
6871251	Upper West Side
7196367	East Village
3908094	Williamsburg
7264471	
11720909	Washington Heights
7657656	
579787	East Village
10279086	Crown Heights
14153255	East Flatbush
14670215	East Flatbush
9623722	Harlem
9492640	Upper West Side
3594408	Astoria
2152612	Hell's Kitchen
7002269	Lefferts Garden
4774041	Bay Ridge
14481668	Bay Ridge
14482103	Bay Ridge
14480047	Bay Ridge
14086153	Lower East Side
7919761	Carroll Gardens
3987599	Bushwick
3987571	Bedford-Stuyvesant
7002250	Carroll Gardens
13686914	Midtown East
12188882	Ditmars / Steinway
9555648	Ditmars / Steinway
2807939	
11085117	Williamsburg
9130824	Williamsburg
8864698	Williamsburg
9885820	Williamsburg
9754747	
9885815	Chelsea
4511852	Upper East Side
8444013	Crown Heights
448603	
12114017	Mott Haven
13007207	
7526506	DUMBO
8181864	Upper West Side
1953461	Harlem
3908088	Clinton Hill
11720809	
2938960	Upper West Side
14473282	East Harlem
55320	Harlem
533512	Upper West Side
10803261	
1759292	Alphabet City
1628156	Canarsie
11740163	Williamsburg
14080022	Upper West Side
4511780	Upper West Side
9062564	
8575163	Elm Park
8574989	Elm Park
7919636	Upper East Side
7264263	
7633239	
13293574	Bushwick
13292453	Williamsburg
7263126	Bushwick
1276054	Harlem
840594	West Village
3199871	Williamsburg
2151304	Bedford-Stuyvesant
9155404	Bedford-Stuyvesant
3526122	West Village
9603991	
15127414	Gowanus
9249597	Upper West Side
12112746	Crown Heights
9884521	Fort Greene
9884516	Astoria
9753443	Greenpoint
2151259	Upper West Side
992598	Alphabet City
840516	Alphabet City
7394136	Astoria
6214465	Upper West Side
11326272	Prospect Heights
3916775	
2151235	Upper West Side
11457332	Gowanus
8704821	Chinatown
578281	East Harlem
7918355	Alphabet City
13685550	Bedford-Stuyvesant
12093494	Midtown
14603043	Hell's Kitchen
8442672	Flatiron District
8442895	Flatiron District
12899112	East Harlem
9753364	Greenwich Village
14471953	
4772608	
11850502	
2413272	Alphabet City
5559015	Boerum Hill
10539779	Alphabet City
12505852	Upper West Side
7918324	Nolita
14361380	Upper West Side
982276	Chinatown
578267	Chinatown
7525090	Windsor Terrace
11850448	Chelsea
5179986	Chelsea
6738639	
3592922	Chelsea
4465420	Hell's Kitchen
11798453	East Flatbush
12243556	Morningside Heights
8812644	East Harlem
7524962	Park Slope
11850334	Kips Bay
6738524	Greenpoint
9753165	Bushwick
4772421	West Village
13039122	Bushwick
9824463	Bushwick
12558745	Bushwick
13816385	Bushwick
14055519	West Village
11326019	
4510263	Harlem
9359933	Crown Heights
6476333	East Harlem
12854022	Bushwick
12897713	Chelsea
8704528	Red Hook
8311318	Financial District
6345234	Clinton Hill
9884175	Lower East Side
7480066	Gowanus
5496999	Bedford-Stuyvesant
5404759	Murray Hill
10408456	
971247	Upper West Side
971253	Lower East Side
971233	Crown Heights
14733825	Harlem
4772358	Bushwick
3592690	
11588098	Bushwick
2281954	Washington Heights
1233346	East New York
6476242	Midtown East
3199466	Williamsburg
10696608	Maspeth
10582297	Maspeth
10539463	Maspeth
14340554	Williamsburg
13029822	Upper West Side
14995890	Borough Park
9753018	Williamsburg
7676659	Harlem
840103	Prospect Heights
15126948	East Village
2150818	
12112284	Hell's Kitchen
971158	Harlem
10015137	Lefferts Garden
11588003	
271083	Lefferts Garden
234730	Clinton Hill
246952	Clinton Hill
246896	Clinton Hill
247000	Clinton Hill
11587997	Lower East Side
74478	Alphabet City
7786903	Crown Heights
53630	Upper West Side
3592596	The Rockaways
6273185	Upper East Side
5820812	Upper East Side
5034350	Greenwich Village
13816199	Bedford-Stuyvesant
6869369	Williamsburg
292927	Williamsburg
4108799	Greenpoint
4378951	Bedford-Stuyvesant
1233257	Williamsburg
11850083	Lefferts Garden
10670422	Roosevelt Island
9621849	Financial District
6869363	
4247890	Upper East Side
8704348	Astoria
3067277	Midtown
12243290	Morrisania
13291853	West Village
4247883	West Village
10670405	
5558596	Upper West Side
7348959	Park Slope
10801474	Harlem
4378933	Washington Heights
4705670	Astoria
4660939	Astoria
7438925	Williamsburg
13029675	
6738207	
5069372	Williamsburg
4247820	Williamsburg
3985673	Chelsea
11850008	Murray Hill
8311055	Rego Park
14209298	Bushwick
2936192	Greenwich Village
3985672	
13038062	
13084795	
12243197	
14340356	
10014975	Soho
7262451	Gramercy Park
4295822	Park Slope
12968513	Park Slope
620540	Park Slope
184554	Park Slope
8966386	Williamsburg
13443794	Bushwick
13971471	
13689663	Nolita
14340328	
8343210	Hell's Kitchen
11488188	Hell's Kitchen
13210570	Little Italy
9230864	Midtown
11482899	Times Square/Theatre District
11488398	Times Square/Theatre District
11488403	Times Square/Theatre District
9920406	Times Square/Theatre District
9920061	Times Square/Theatre District
11459084	Lower East Side
2021898	Astoria
13618945	Harlem
13031929	Williamsburg
4250093	Hell's Kitchen
186871	Lower East Side
2152948	Hell's Kitchen
317938	Williamsburg
1628643	Williamsburg
6085109	Red Hook
9492969	Crown Heights
7264736	Midtown
15129053	Elmhurst
7771661	Bedford-Stuyvesant
7657947	Bedford-Stuyvesant
12782370	Hell's Kitchen
14884871	
11327959	Bushwick
7133644	Hell's Kitchen
317905	Kensington
2253949	West Village
8968636	Ridgewood
8408530	
10241021	
55737	Hudson Square
6477272	Astoria
7458382	Harlem
2545040	East Village
7919050	Williamsburg
13292993	Kips Bay
2171809	Williamsburg
5821886	Williamsburg
3462561	Bedford-Stuyvesant
6215083	Williamsburg
14341552	Tompkinsville
11969336	Hell's Kitchen
14472612	Chelsea
14230428	Hudson Square
3331480	Kips Bay
3593821	Williamsburg
13424027	Prospect Heights
5011693	
578941	Park Slope
710015	Borough Park
7545751	Hamilton Heights
14210428	Flatbush
9074921	Williamsburg
854095	Bushwick
841075	Bushwick
6608246	Greenwood Heights
14865778	
2187847	West Village
13686122	East Village
13292877	Bedford-Stuyvesant
5613572	Clinton Hill
5428573	Clinton Hill
9229670	Carroll Gardens
7132520	Clinton Hill
14067927	Washington Heights
13972668	Washington Heights
13990116	Washington Heights
13292894	St. George
8443234	Lower East Side
12113235	Flatiron District
11720032	Crown Heights
6477137	Greenpoint
2282819	Washington Heights
13948226	Williamsburg
10035920	Crown Heights
8604250	Upper East Side
8966368	Boerum Hill
9490652	Ridgewood
9490649	Clinton Hill
3068109	Hell's Kitchen
13291732	
773497	Bedford-Stuyvesant
7917779	Carroll Gardens
14535916	Williamsburg
14536056	Williamsburg
6557289	Morrisania
12112067	Crown Heights
7917755	
13028723	Lower East Side
13029560	Crown Heights
4796220	Greenpoint
7160118	Greenpoint
9097405	Greenpoint
1538077	Williamsburg
1801036	Williamsburg
13029545	
9490600	Williamsburg
11980956	Borough Park
7517482	
15126686	Astoria
10277010	Clinton Hill
9828004	Sheepshead Bay
9827941	Sheepshead Bay
8704144	Sheepshead Bay
11587722	Upper West Side
3068047	Upper East Side
5296254	Upper East Side
10210667	Harlem
14340233	Greenpoint
9883790	Williamsburg
8931585	
15257724	East Harlem
839797	Upper East Side
3330152	Chinatown
15256935	Williamsburg
3068007	Bushwick
15257699	Williamsburg
10075498	Flushing
9565788	Flushing
9565746	Flushing
4257740	Flushing
9492011	Flushing
9505512	Flushing
9505105	Flushing
4257627	Flushing
9490518	Flushing
9752655	Tribeca
7262279	West Village
15126619	Crown Heights
6606915	Gramercy Park
14340181	Crown Heights
10276934	Harlem
5689404	
6606784	Williamsburg
2748493	Washington Heights
2748478	Washington Heights
970659	Washington Heights
8967575	
8966074	Corona
15066786	Flatbush
15003721	Flatbush
14995382	Flatbush
4116403	Crown Heights
446367	Upper West Side
5296024	Harlem
6737815	Chelsea
11718547	Hamilton Heights
53137	Hell's Kitchen
7182243	Jackson Heights
8459744	Jackson Heights
10743221	Jackson Heights
8703888	Jackson Heights
15257484	Greenpoint
13684608	
7936980	Williamsburg
5038425	Williamsburg
184182	Prospect Heights
7131007	Bedford-Stuyvesant
839539	East Village
7262068	Upper West Side
15126397	Harlem
6344556	Bedford-Stuyvesant
12111715	Lower East Side
11827175	Hamilton Heights
14483178	Washington Heights
14471017	Washington Heights
708374	Upper West Side
8048480	Bedford-Stuyvesant
13669942	Carroll Gardens
13684575	Upper West Side
9926628	Flatlands
15126360	Midtown East
9490249	Bedford-Stuyvesant
577324	Ditmars / Steinway
822297	Clinton Hill
8921741	Crown Heights
4378437	Clinton Hill
11223995	Chinatown
8870472	
8310564	Upper East Side
970538	Fort Greene
14744489	Williamsburg
15126325	Williamsburg
53016	Crown Heights
5251719	Financial District
13574789	Crown Heights
13029149	Nolita
13646615	
13564805	Dyker Heights
13556033	
13554000	
13553429	
5295887	
14733074	The Rockaways
14208785	Soho
1101097	Bushwick
708358	East Village
11293039	Greenwich Village
9503704	Greenpoint
8441574	Greenpoint
12242672	Hamilton Heights
5545876	
9490137	
2936517	Carroll Gardens
3482707	Gowanus
