id	neighbourhood
4976848	Lower East Side
266753	Lower East Side
11014662	Williamsburg
9835017	Midtown
10490373	Astoria
336220	Harlem
14946818	Harlem
659952	Hell's Kitchen
1708541	Upper West Side
721663	Flatiron District
13898236	Williamsburg
9834998	Bushwick
4067820	Castle Hill 
5902822	Upper West Side
13505000	
12325355	Williamsburg
13504999	Bedford-Stuyvesant
266717	Chelsea
10422950	Nolita
10423038	Nolita
10422846	Nolita
10422987	Nolita
10516819	Nolita
10516044	Nolita
10515993	Nolita
10515945	Nolita
10515893	Nolita
10515838	Nolita
10516491	Nolita
10516424	Nolita
10516381	Nolita
10516580	Nolita
10516526	Nolita
10516662	Nolita
10516626	Nolita
10120476	Nolita
10120206	Nolita
10120596	Nolita
10516712	Nolita
10516322	Nolita
10138533	Nolita
10138218	Nolita
10137876	Nolita
10137679	Nolita
10135523	Nolita
10133691	Nolita
10423083	Nolita
10119376	Nolita
10118660	Nolita
10116220	Nolita
10136996	Nolita
13476488	Chelsea
13396826	
11407839	Chelsea
3019237	Gowanus
9834970	Boerum Hill
13326411	Williamsburg
528802	Hamilton Heights
2232775	Bedford-Stuyvesant
13361613	Harlem
13373898	Harlem
11801018	Chelsea
11407817	Astoria
12736586	East Village
659888	Greenpoint
5433967	Bedford-Stuyvesant
10096749	
4853870	Brooklyn Heights
397420	Hamilton Heights
5771361	East Village
9572448	
13313494	East New York
13313846	East New York
2713477	East New York
892210	East New York
14298784	East New York
921695	East New York
6033498	Bedford-Stuyvesant
2894701	West Village
2887761	West Village
11800658	Williamsburg
14946381	Washington Heights
7762930	Prospect Heights
7785655	Prospect Heights
7999574	Prospect Heights
5658636	Prospect Heights
9348941	Midtown East
11276353	Bushwick
10096707	Williamsburg
8323765	East Village
4329515	Windsor Terrace
790580	Williamsburg
8253461	Crown Heights
8427624	Crown Heights
4503432	Crown Heights
6170239	Crown Heights
1508017	
9310252	Williamsburg
7974235	
10489896	
13038685	
13479937	
12732353	
15084051	
13504544	
13111334	East Harlem
280477	Washington Heights
281076	Washington Heights
2782367	Williamsburg
2256927	Williamsburg
1061479	Williamsburg
1052960	Williamsburg
1052700	Williamsburg
921624	Williamsburg
6819865	Upper West Side
13951702	Woodside
13952861	Woodside
13952443	Woodside
14038649	Woodside
13897749	Woodside
6688780	Marble Hill
13722381	Midtown
13635893	Midtown
13635604	Midtown
13635999	Midtown
12587017	
6234539	Williamsburg
3414653	Williamsburg
961877	Williamsburg
1970177	East Village
4351563	Prospect Heights
921585	Bedford-Stuyvesant
14490438	Bushwick
12304756	Bushwick
12954876	Bushwick
14018321	
12295005	Bushwick
12950495	Bushwick
12425068	Bushwick
12950031	Bushwick
12425564	Bushwick
13866219	Bushwick
12408478	Bushwick
13460415	Bushwick
12934945	Bushwick
11744004	Bushwick
14426614	Bushwick
13280969	Bushwick
12363155	Bushwick
11963097	Bushwick
12225321	Bushwick
11962712	Bushwick
14976843	Bushwick
11829504	
11950378	Bushwick
11812819	Bushwick
11821597	Bushwick
13117201	Bushwick
14427557	Bushwick
14425541	Bushwick
14523926	Bushwick
12949536	Bushwick
14549674	Ridgewood
2417895	Hamilton Heights
2756525	Hamilton Heights
4067324	Williamsburg
8916960	
2709503	Bushwick
8130551	Upper West Side
921570	Williamsburg
14159853	Nolita
8172864	Kensington
8130534	Kensington
8523742	Hamilton Heights
3386696	Hell's Kitchen
9525241	Chelsea
6029987	Washington Heights
4860876	Williamsburg
9809229	Williamsburg
8564046	Grymes Hill
5115819	Upper West Side
7344066	West Village
11276229	Gramercy Park
2101167	Crown Heights
4369737	Upper West Side
10202365	Washington Heights
10358712	Washington Heights
832762	Lower East Side
12950272	
1183620	Lower East Side
528264	Flatbush
8523688	Williamsburg
1707934	Williamsburg
8035370	Park Slope
8523679	Park Slope
9822983	Prospect Heights
2887581	Prospect Heights
4566340	Greenpoint
6950807	Astoria
4853647	
10410959	Crown Heights
1124494	Williamsburg
686153	Williamsburg
1183632	Williamsburg
12703904	Williamsburg
11582472	Williamsburg
12324757	Williamsburg
7279081	Midtown
6324345	Midtown
9310083	Midtown
15073944	
1183628	Chelsea
5509001	Harlem
7823546	
7475079	Williamsburg
2101112	Alphabet City
5902203	Williamsburg
13897591	Upper East Side
11618854	East Elmhurst
10186192	East Elmhurst
8168619	
7125107	Queens
13373300	Cobble Hill
8127123	Harlem
6164338	Williamsburg
2763686	Washington Heights
921441	Washington Heights
11322391	Bushwick
4992809	Park Slope
3411815	Vinegar Hill
14290777	Upper East Side
14028625	Carroll Gardens
1707850	Lefferts Garden
15018646	Midtown East
15191225	Midtown East
15191882	Midtown East
15067860	Midtown East
15191740	Midtown East
15299748	Midtown East
15300173	Midtown East
15162487	Midtown East
15162767	Midtown East
15016852	Midtown East
14467580	Midtown East
14683983	Midtown East
14290760	Hell's Kitchen
5593057	Stapleton
1838904	Upper West Side
12324675	Clinton Hill
4853563	Boerum Hill
7999290	
342995	Harlem
1049224	Harlem
7999279	Bushwick
14028597	Williamsburg
4743216	Alphabet City
1576734	
1576724	
13635373	Greenpoint
2097795	Kips Bay
10227474	
14161103	Gowanus
8210379	Prospect Heights
10605445	Prospect Heights
7979237	Prospect Heights
7453537	Prospect Heights
11009529	Prospect Heights
8097567	Prospect Heights
10444139	Prospect Heights
14237346	Prospect Heights
10446989	Prospect Heights
14987023	Prospect Heights
11305912	Prospect Heights
11146432	Prospect Heights
14554313	
11801800	Crown Heights
1264621	Bedford-Stuyvesant
1291490	Bedford-Stuyvesant
1987546	Bedford-Stuyvesant
1542279	Bedford-Stuyvesant
1275942	Bedford-Stuyvesant
1267945	Bedford-Stuyvesant
2825322	Bedford-Stuyvesant
1492856	Bedford-Stuyvesant
1335550	Bedford-Stuyvesant
1316480	Bedford-Stuyvesant
14161086	Bedford-Stuyvesant
267425	Williamsburg
231194	Fort Greene
922764	Fort Greene
5903542	Williamsburg
10753199	Washington Heights
7345333	Williamsburg
13767853	Greenpoint
15244537	Soundview
14916283	Soundview
14880182	Soundview
14947497	Soundview
6133111	Sunset Park
1184940	Greenpoint
10884260	Washington Heights
14947496	Midwood
10228901	Lower East Side
5178	Hell's Kitchen
5238	Lower East Side
3373030	Lower East Side
4215595	Lower East Side
12048	Lower East Side
6520748	Bedford-Stuyvesant
7618790	Bedford-Stuyvesant
7617325	Bedford-Stuyvesant
14161054	Lower East Side
1440936	Williamsburg
1639279	Williamsburg
5258	Williamsburg
10019404	Crown Heights
4004684	Crown Heights
4003231	Crown Heights
2372540	
8001287	Crown Heights
8000657	Crown Heights
6488940	Williamsburg
9370896	Bedford-Stuyvesant
8918151	Bedford-Stuyvesant
3675270	Bedford-Stuyvesant
8000640	Clinton Hill
9573507	
9966717	Crown Heights
14472649	Fort Greene
14292092	Fort Greene
2102395	Chelsea
14816378	Alphabet City
207049	Greenpoint
1743221	Greenpoint
141177	Greenpoint
267379	Greenpoint
2888818	
5203	Upper West Side
3780113	Harlem
1971310	Boerum Hill
2495596	Greenwich Village
14353256	Flatiron District
267376	South Street Seaport
1147015	Greenwich Village
1614925	West Village
11670639	Ditmars / Steinway
660542	Williamsburg
153780	East Village
14029928	Crown Heights
284855	West Village
14685276	Clinton Hill
14554198	Bushwick
12852062	Midtown East
12850264	Midtown East
1704798	Chelsea
13505610	
922695	East Village
5172	Murray Hill
6165564	Bedford-Stuyvesant
6034467	Williamsburg
6035534	Williamsburg
6034581	Williamsburg
6035510	Williamsburg
6035520	Williamsburg
8211504	Alphabet City
13898799	Alphabet City
14554162	East Harlem
230877	East Harlem
60611	East Harlem
2098009	
1709089	Williamsburg
267294	Boerum Hill
14947367	Hamilton Heights
1971200	Hell's Kitchen
3031514	East Harlem
2495505	East Harlem
4403972	Upper East Side
14434	Bedford-Stuyvesant
5121	Bedford-Stuyvesant
9573394	Windsor Terrace
11868703	Clinton Hill
2626563	Clinton Hill
8001513	Clinton Hill
5107	Clinton Hill
12850186	Financial District
7869449	Bushwick
14291973	
5099	Flatiron District
12063726	Park Slope
8236539	Greenpoint
14423010	Hell's Kitchen
12204677	Gowanus
12981210	Gowanus
14964901	Bedford-Stuyvesant
3519487	Chelsea
14980216	Chelsea
14978332	Chelsea
15209423	
398281	Upper East Side
14029776	Nolita
398283	Park Slope
13243328	Alphabet City
4854732	Midwood
1577913	Hamilton Heights
6866105	
2495418	Bushwick
3831	Clinton Hill
519899	Bay Ridge
675824	Bay Ridge
4403928	Ridgewood
5811500	
9047816	Long Island City
14683906	
4813503	
9965305	Crown Heights
3542774	East Harlem
4643977	Upper West Side
3213899	Hamilton Heights
2993449	Hamilton Heights
2506158	Hamilton Heights
1969854	Hamilton Heights
1183472	Downtown Brooklyn
8654577	Park Slope
8916716	Hell's Kitchen
397034	Upper West Side
8192636	Bushwick
14814932	Lower East Side
5902026	
13981277	
14028494	Chinatown
6426292	Hell's Kitchen
12324550	Williamsburg
75167	Williamsburg
1445542	Williamsburg
3018422	Harlem
11218995	Prospect Heights
4853437	Prospect Heights
265912	North Williamsburg
14945975	Bedford-Stuyvesant
3673774	
14814892	Midtown East
12062363	Clinton Hill
7260997	Bushwick
9703075	Bushwick
13220060	Upper East Side
12849162	Upper East Side
12848805	Upper East Side
14946692	Clinton Hill
14953800	Clinton Hill
15141223	Clinton Hill
14953584	Clinton Hill
14945943	Clinton Hill
12324499	
1645181	Bedford-Stuyvesant
1646607	Bedford-Stuyvesant
5115534	Williamsburg
12681360	Stapleton
11754510	
9219051	
8790197	
8721673	
14873697	New Brighton
13237639	
14336916	New Brighton
10489473	
13538157	
10200715	Prospect Heights
662130	Fort Greene
4460160	Fort Greene
12586620	Midtown East
13110904	Hamilton Heights
921203	Murray Hill
4853365	Crown Heights
8130153	Harlem
7733862	Park Slope
13415442	Bedford-Stuyvesant
8826129	Ridgewood
8523360	East Village
790074	Astoria
11144797	Bushwick
8721152	Williamsburg
15128745	Crown Heights
14682714	Crown Heights
3279446	Lower East Side
14682706	Hamilton Heights
10909265	Bedford-Stuyvesant
11409949	Bedford-Stuyvesant
12585553	Bedford-Stuyvesant
8903952	Jamaica
8761854	Jamaica
6759722	Jamaica
8784461	Jamaica
6031948	
1354415	Bedford-Stuyvesant
3093240	Crown Heights
1313340	Crown Heights
4771964	Bedford-Stuyvesant
3672607	Bedford-Stuyvesant
12323382	Crown Heights
526887	Midtown East
1444400	Hell's Kitchen
13634097	Upper West Side
11543916	Greenpoint
11274799	Greenpoint
2595	Midtown
4196896	Park Slope
13765146	Harlem
4129195	Chelsea
6031895	Times Square/Theatre District
6291884	East Village
13896200	Williamsburg
6575873	Crown Heights
1313258	Williamsburg
13875242	Bushwick
13857142	Bushwick
13898790	Bushwick
13896197	Bushwick
15206916	Williamsburg
385853	Harlem
8225	Harlem
2515	Harlem
13896180	
14038836	Bedford-Stuyvesant
8129018	
5114347	Bedford-Stuyvesant
6425071	Midtown East
8444555	Astoria
8507328	Astoria
8393016	Astoria
8392760	Astoria
8391132	Astoria
3803622	
4983264	Harlem
13107621	Harlem
919978	Hell's Kitchen
7866845	Glendale
14551515	Bushwick
13634009	Union Square
9963988	Times Square/Theatre District
12192216	East Harlem
9029345	Financial District
9027933	Financial District
9026157	Financial District
9148197	Hell's Kitchen
9878121	Hell's Kitchen
9128606	Hell's Kitchen
9164770	Hell's Kitchen
8437599	Kips Bay
9881685	Midtown
9858642	Midtown
9165280	Hell's Kitchen
9874710	Times Square/Theatre District
9250196	Times Square/Theatre District
7913426	Times Square/Theatre District
6556105	Financial District
13502918	
14944705	Hell's Kitchen
9942012	
9958610	
9959203	
9959194	
9959190	Williamsburg
9959185	
9959187	
9959180	
9959169	
9959100	
10570156	Williamsburg
9928937	
10025386	
11033590	West Village
14289340	Chelsea
8391096	Upper East Side
10088929	Forest Hills
10088720	Forest Hills
9832880	Forest Hills
5114275	West Village
9832882	Greenwich Village
11798956	Brooklyn Heights
1229566	Bedford-Stuyvesant
3801501	Bushwick
13240737	Hell's Kitchen
14134341	Bushwick
919955	Upper East Side
9885720	Hamilton Heights
6121290	Washington Heights
7473544	Upper West Side
6610010	East Harlem
6438856	East Harlem
6424952	East Harlem
9842117	East Harlem
9832827	East Harlem
3694643	Sunnyside
3672455	Sunnyside
5769606	Clinton Hill
1050955	Upper West Side
4412012	Upper East Side
2671736	Upper East Side
1706351	Upper East Side
1313141	Alphabet City
2155472	Williamsburg
3410294	
14440168	
10488146	Williamsburg
14027110	Elmhurst
13240680	Chelsea
203907	Bay Ridge
813685	Bay Ridge
813680	Bay Ridge
17052	Bay Ridge
14023496	Dyker Heights
4368547	Dyker Heights
14027107	Dyker Heights
10120972	Borough Park
8709243	Borough Park
8595973	
8582786	
8455367	
8582911	
9784086	
8633243	Borough Park
9304974	Borough Park
8645816	Borough Park
9012039	Borough Park
9012470	Borough Park
14122714	
8231076	
8230941	
9186202	Borough Park
14122481	
8222630	
8217350	
8574451	
10119522	Borough Park
8574120	
8788453	Borough Park
8651786	Borough Park
8557123	
8017399	
8539002	
8522326	
8928490	Borough Park
10120055	
9186862	Borough Park
9186606	Borough Park
8001721	
8522062	
8189898	
8201775	
14142211	
8455828	
5008550	
8017648	Dyker Heights
8002061	Dyker Heights
8002426	Dyker Heights
2687375	Harlem
762145	Upper West Side
657727	Upper West Side
11344203	
657734	Bedford-Stuyvesant
10488112	Greenpoint
11274554	Alphabet City
14027065	Midtown East
13371699	Windsor Terrace
9606773	Hamilton Heights
919830	Chelsea
8964308	Crown Heights
8915246	Crown Heights
9172159	Hell's Kitchen
12308179	Hell's Kitchen
9046316	Hell's Kitchen
11143462	Harlem
13371691	
14158114	Bedford-Stuyvesant
9832730	Upper East Side
4720889	Astoria
14551332	Kips Bay
526611	West Village
6031615	Crown Heights
11798782	Crown Heights
8390906	East Village
12323062	Williamsburg
6949104	Chelsea
13371633	Crown Heights
15206636	Astoria
12847337	
10356966	Bushwick
5265475	
2876032	Flushing
4430774	Flushing
2801300	Flushing
3022246	Flushing
2889377	Flushing
2757036	Flushing
14422280	Upper East Side
13111732	Upper East Side
6951342	Soho
7999913	West Village
10490263	Harlem
659880	Williamsburg
15192145	Financial District
11583295	Financial District
15235395	Financial District
12081222	Financial District
12234139	Upper West Side
3931930	Lower East Side
1970587	Lower East Side
2888088	Flatbush
11669908	Murray Hill
14370074	Astoria
4746463	East Village
4198764	East Village
5581550	Crown Heights
13031208	Crown Heights
2232697	
114123	Park Slope
1970574	Park Slope
15240751	
15239249	
15240226	
12875381	
13245420	
15205100	
11950145	Hamilton Heights
14422400	Harlem
6186628	
14822005	Inwood
9504657	
9219472	East Harlem
6689146	Lower East Side
13173481	Astoria
4854119	Lower East Side
11407704	Jamaica
13726629	Jamaica
11228611	Jamaica
14684834	Jamaica
4814913	Upper East Side
7475552	Bushwick
114229	Lower East Side
66275	Lower East Side
1970512	Murray Hill
14553422	Bushwick
13505219	Upper East Side
13504845	Upper East Side
11276602	East Village
13898055	Hell's Kitchen
225887	Fort Greene
135465	Fort Greene
9310518	Chelsea
765315	Williamsburg
4460838	Nolita
4211510	Astoria
2745140	Astoria
11625684	Astoria
2745620	Astoria
9595836	Astoria
2756886	Astoria
13042314	Nolita
12870616	Nolita
12849447	Nolita
8629638	Utopia
2232600	East Village
13111578	Bedford-Stuyvesant
14422308	Williamsburg
13504781	East Harlem
14422282	
9441532	Hell's Kitchen
13330977	Washington Heights
10202496	
13635848	Williamsburg
1708262	Chinatown
3543298	Hell's Kitchen
5112534	Washington Heights
11372330	Harlem
1877244	Harlem
6590570	Harlem
4329728	Chelsea
5640440	Bedford-Stuyvesant
13058154	Chinatown
1791891	Hell's Kitchen
12849402	Hell's Kitchen
14946558	Bedford-Stuyvesant
14976743	East Flatbush
12980468	East Flatbush
2250790	Upper West Side
1071138	Upper East Side
9048290	West Village
10883292	Williamsburg
8299030	Sunset Park
681599	Sunset Park
8283594	Sunset Park
8392929	Sunset Park
10490073	Flatbush
266449	Lower East Side
12325075	Bedford-Stuyvesant
6590569	Chelsea
8957301	East Harlem
6820048	Bedford-Stuyvesant
2232495	Bushwick
14090957	Upper East Side
3543227	Hamilton Heights
13675895	
11669704	
6951102	Gowanus
790679	Times Square/Theatre District
12038878	Midtown
13373621	Midtown
14028986	Williamsburg
14946487	Lower East Side
8523953	Alphabet City
12686241	
12325036	Bedford-Stuyvesant
10227879	Upper West Side
4766198	
1702581	Hell's Kitchen
4085784	Hell's Kitchen
15208611	
135320	Red Hook
12325030	
7260601	Williamsburg
790682	Williamsburg
10096788	Williamsburg
1484077	West Village
9310350	
11800723	Clinton Hill
6746003	Grymes Hill
5771366	Grymes Hill
10096773	Chelsea
8523910	Alphabet City
5726773	Crown Heights
4984951	Crown Heights
8061409	Bushwick
4853885	
10551675	Crown Heights
14682338	Harlem
864031	Harlem
276482	Harlem
264323	Morningside Heights
13653708	Kips Bay
13764805	Harlem
13109444	Crown Heights
3541185	Morningside Heights
4982969	Lefferts Garden
2838328	Upper East Side
6817960	
3279015	Upper West Side
12585126	West Village
10225827	Chelsea
1312913	Williamsburg
13764772	Astoria
13633680	East Village
809567	Upper West Side
1952271	Upper West Side
1706103	Upper West Side
4720783	Clinton Hill
13109381	
12322923	Chelsea
13764714	Park Slope
14026862	Ridgewood
15206494	
12495887	Greenpoint
9509369	Bedford-Stuyvesant
13633620	Clinton Hill
4720725	East Harlem
13318272	Williamsburg
13371473	Williamsburg
4774056	Kips Bay
9046095	West Village
13109326	Park Slope
5376069	West Village
14551104	East Village
12453944	Hell's Kitchen
11798590	Chelsea
5113910	Red Hook
7735348	
12604187	Midtown East
12585015	Midtown East
7866421	Bedford-Stuyvesant
6969011	Crown Heights
656913	East Village
1027162	Concourse Village
1026683	Concourse Village
3627326	Concourse Village
1026992	Concourse Village
13828357	Greenwood Heights
13895196	St. George
12037900	West Brighton
9350060	Midtown East
13637521	East Village
14550541	East Village
10156290	Lower East Side
14419459	
787968	Hamilton Heights
10311251	Greenpoint
787941	Lower East Side
4720121	Upper East Side
12846584	Greenpoint
15144778	Williamsburg
8393139	Williamsburg
1967560	Williamsburg
13895156	Williamsburg
1836530	Upper West Side
11011567	Columbia Street Waterfront
2754006	Lower East Side
8521188	Hell's Kitchen
11304069	Murray Hill
1574360	Murray Hill
2360793	Harlem
132570	West Village
10685825	Inwood
10880829	Inwood
10880486	Inwood
7308118	East Village
9618477	East Village
15074758	Upper West Side
3802538	Hell's Kitchen
9842042	
6686140	Nolita
14057678	Chelsea
2756159	Chelsea
2753985	Chelsea
11602540	Bedford-Stuyvesant
14026171	
3540370	Alphabet City
6313545	Roosevelt Island
9045427	Grymes Hill
7773967	East Village
7773386	East Village
4588978	East Village
10366041	East Village
10356144	Lower East Side
14745842	
6292893	Alphabet City
12584342	Bushwick
3933559	Financial District
442636	Ridgewood
12584335	Ridgewood
7341460	East Harlem
6786181	
6292866	East Flatbush
7502146	Hunts Point
7692660	Hunts Point
7734670	Hunts Point
806345	Williamsburg
9831813	Williamsburg
13239693	
5506438	Murray Hill
6750443	Williamsburg
7472513	Washington Heights
12711351	
13761271	
12711153	
13770490	Flushing
12231254	Flushing
12345178	
13770856	
13770759	
13770680	Flushing
12932670	Flushing
8987285	Bushwick
4195712	Bushwick
14549226	Lefferts Garden
7937421	Upper West Side
6292850	Upper West Side
4786413	
4851057	Soho
3626408	Washington Heights
3626238	Washington Heights
6292833	Washington Heights
7341424	Alphabet City
13108591	Financial District
10131082	Harlem
10130963	Harlem
10130925	Harlem
10134546	Harlem
10224998	Harlem
2119216	
14419285	Upper East Side
10140232	Upper West Side
7996748	Upper West Side
6292828	Williamsburg
6330321	St. George
5899598	St. George
12584271	
7472465	Williamsburg
13763917	Crown Heights
7734595	Lefferts Garden
13632841	East Village
8127813	Parkchester
6423870	
6948161	Chelsea
242789	Hell's Kitchen
839336	Hell's Kitchen
394474	Times Square/Theatre District
3987655	Upper East Side
6030651	Williamsburg
4719918	Williamsburg
14681400	Bushwick
8607283	Inwood
9012130	Bushwick
8389905	Bushwick
5892733	Astoria
6000709	Astoria
2134294	Astoria
3835633	Canarsie
3829261	Canarsie
7609843	Flatbush
7602394	Flatbush
14789508	Financial District
4777903	Tribeca
2360565	Harlem
12322066	
10014972	
4281898	Upper West Side
13632782	
6357564	Ditmars / Steinway
8783113	Ditmars / Steinway
14402914	Astoria
14388680	Astoria
14388351	Astoria
14357447	Astoria
14339699	Astoria
14356295	Astoria
14550279	Astoria
1443077	Prospect Heights
9541921	Upper East Side
6554879	Upper East Side
6423799	
15205625	Midtown East
13606307	East Flatbush
13700770	East Flatbush
15074550	East Flatbush
10880241	Chinatown
3802339	Upper East Side
9737805	Williamsburg
4743338	Williamsburg
7603389	Chelsea
5816154	Clinton Hill
5816151	Clinton Hill
5816130	Clinton Hill
5816112	Clinton Hill
5816145	Clinton Hill
4719848	Crown Heights
6816981	Upper East Side
7790858	Sunset Park
5639763	Sunset Park
6622792	
6092992	Financial District
6950477	Hamilton Heights
3411522	Financial District
763824	Williamsburg
790059	Williamsburg
14809365	Bayside
11800120	Bayside
3860590	Bushwick
3299862	
3299332	
2228824	Bushwick
9279091	Chelsea
13897266	Hell's Kitchen
12341986	Bushwick
10358311	Bushwick
3018285	West Village
11800108	
13150667	
12062243	
3186103	Park Slope
1183257	West Village
12534130	Hell's Kitchen
10340247	Hell's Kitchen
10569249	Hell's Kitchen
10568594	Hell's Kitchen
10516954	Hell's Kitchen
10341271	Hell's Kitchen
11453305	Hell's Kitchen
11841449	Hell's Kitchen
13016335	Hell's Kitchen
10902006	Hell's Kitchen
12865268	Hell's Kitchen
11492004	Hell's Kitchen
12982169	Hell's Kitchen
11275799	Hell's Kitchen
3804690	Battery Park City
13708564	Harlem
790032	Harlem
3874029	Williamsburg
3542523	Williamsburg
11144715	Union Square
13522860	Meatpacking District
13110790	Greenwich Village
449764	Astoria
771650	Astoria
771647	Astoria
895447	Astoria
895445	Astoria
895432	Astoria
895431	Astoria
2454667	Astoria
771625	Astoria
790018	Astoria
895429	Astoria
895418	Astoria
790031	Astoria
1183236	Sunnyside
11514756	Midtown East
14028280	
658932	Ridgewood
14552567	
13766130	Williamsburg
10489326	Lower East Side
8436207	Ridgewood
12581879	Ridgewood
8750161	Ridgewood
9414324	Ridgewood
12618357	Ridgewood
10232588	Ridgewood
9833962	Ridgewood
3935723	Flatbush
3923822	Upper East Side
12430588	Chinatown
10033743	Chinatown
3538463	Crown Heights
10095611	Crown Heights
7474172	Harlem
265194	Soho
11668469	The Rockaways
14945274	Riverdale
7343085	Upper West Side
14683118	Flatbush
5112311	Williamsburg
14027756	Soho
789476	Harlem
10360144	Ditmars / Steinway
10357730	Ditmars / Steinway
658366	Gramercy Park
1444826	Williamsburg
2100174	Upper East Side
8473571	Hell's Kitchen
15207377	
1313885	Harlem
1313828	Harlem
1182668	Harlem
14945219	Bushwick
13348000	Country Club
13634496	Chinatown
8653756	East Harlem
6032314	Williamsburg
265145	Times Square/Theatre District
1051575	Harlem
1313711	Lefferts Garden
14683059	West Village
4066224	Williamsburg
7998385	Crown Heights
9044466	Coney Island
6029809	Bedford-Stuyvesant
13937820	Williamsburg
7064935	Hamilton Heights
12955454	Hamilton Heights
6656567	Hamilton Heights
6795657	Hamilton Heights
3410850	West Village
14683039	Maspeth
658294	Chelsea
11799451	Midtown East
12979100	South Street Seaport
153405	Greenpoint
208191	Greenwich Village
4983691	Greenpoint
6556561	Ditmars / Steinway
9415828	West Village
5901165	Fort Greene
4172947	Bedford-Stuyvesant
14420852	West Village
257568	East New York
265064	East New York
14027626	
8391532	Upper East Side
7515281	Crown Heights
14682981	Lefferts Garden
8915802	Crown Heights
6117178	Gowanus
12696236	
10990260	
15042361	
12173146	
15207249	
265036	Crown Heights
10226511	Gramercy Park
11459429	Williamsburg
5798177	Bushwick
6032168	Bushwick
8653639	Upper East Side
3279671	Chelsea
13110077	Crown Heights
1313593	Lower East Side
13372219	Washington Heights
14945080	
789298	Upper East Side
789274	Midtown East
11143985	
1182500	Greenwich Village
8653603	
1922863	Williamsburg
4721439	West Village
9046808	East Harlem
14907681	Harlem
13075213	Harlem
8627060	Harlem
8327562	Harlem
15249193	Harlem
14898990	
12563136	
8704666	Jamaica
8457294	Jamaica
8784649	Jamaica
6687502	Park Slope
5094957	Ozone Park
6032118	Ozone Park
14942680	Williamsburg
4182771	Long Island City
12609186	Long Island City
14813964	Long Island City
10226431	Midtown East
9833212	Upper West Side
6556411	West Village
2493176	Upper East Side
7473909	Park Slope
13634292	Sunnyside
14027499	Alphabet City
1182445	Morningside Heights
6425321	Hamilton Heights
13750877	
13896424	West Village
13378609	Jackson Heights
8760442	Jackson Heights
15059706	Midtown East
7455604	Midtown East
10619623	
14027491	Hell's Kitchen
7473874	Chelsea
7664939	Midtown
12585689	Midtown
12585683	Bedford-Stuyvesant
8903837	Bushwick
6359643	Bushwick
6466679	Bushwick
7535873	Corona
13694021	Corona
13694116	Corona
12699267	Corona
11649096	
11778351	Corona
7535868	Corona
7501717	Corona
13682218	Corona
10929631	Corona
13800213	Corona
14821756	Corona
6032077	
6865222	
6818511	
2230982	Financial District
4981192	DUMBO
13109949	Bedford-Stuyvesant
13771090	Upper West Side
13634243	Upper West Side
10881719	Chinatown
15207104	Clinton Hill
6949554	Williamsburg
13109933	Downtown Brooklyn
8653471	Jackson Heights
13958468	Bushwick
14927690	Bushwick
10991543	Bushwick
12954955	Bushwick
6413181	
14932421	Bushwick
8273680	Bushwick
15207074	Bushwick
6949526	Fort Greene
12454556	Alphabet City
4050765	Bedford-Stuyvesant
6131606	Bedford-Stuyvesant
8522395	Bedford-Stuyvesant
12847765	Harlem
14566213	Clinton Hill
7473810	Clinton Hill
10488464	Williamsburg
7342732	Crown Heights
13372035	Harlem
8614498	
8653449	
13634175	West Village
395877	Union Square
2015094	Inwood
3017320	Inwood
14551681	Ridgewood
673248	Bedford-Stuyvesant
658008	Bedford-Stuyvesant
14232844	
12712042	
14088571	
13537642	Bedford-Stuyvesant
14370950	
13595101	
13016396	Midtown East
14214809	
14551672	
2927721	Nolita
12847728	Lefferts Garden
7397916	Alphabet City
4137306	Alphabet City
5396240	Alphabet City
12323423	Upper West Side
526942	Yorkville
4943027	Elmhurst
6425175	Elmhurst
4719825	Upper West Side
6387241	Brighton Beach
4405946	Brighton Beach
4058949	East Harlem
4016069	East Harlem
1461721	East Harlem
1461170	East Harlem
6428482	East Harlem
12964668	East Village
12896655	East Village
13239493	East Village
13423774	Hell's Kitchen
11422339	Hell's Kitchen
10224832	Flushing
123784	Harlem
10880196	Jackson Heights
4457654	Bushwick
10670991	Soho
10486974	Soho
2098338	
5093071	Upper West Side
656535	Upper West Side
6685873	Fort Greene
5899436	Clinton Hill
3015844	Inwood
14024900	Hell's Kitchen
9720809	Midtown
6094046	Times Square/Theatre District
6329973	Times Square/Theatre District
9720768	Times Square/Theatre District
13894813	
14025876	Hamilton Heights
13495558	Hudson Square
11535506	
3167768	Crown Heights
4434797	
12584072	Stapleton
3884893	East Harlem
3920562	East Harlem
4064397	East Harlem
781946	Hell's Kitchen
787593	
9916371	Bedford-Stuyvesant
4588678	Bedford-Stuyvesant
10676073	Bedford-Stuyvesant
14494387	Bedford-Stuyvesant
14494548	Bedford-Stuyvesant
14494672	Bedford-Stuyvesant
11123451	Bedford-Stuyvesant
11176574	Bedford-Stuyvesant
14494194	Bedford-Stuyvesant
10356916	Bedford-Stuyvesant
10355818	
8520836	Chelsea
9045111	Upper West Side
8750901	Upper East Side
787567	Upper East Side
9115627	Upper West Side
14935426	
13766717	Greenpoint
11928678	Greenpoint
525412	Nolita
7560022	South Beach
4981857	South Beach
7734362	Harlem
6816857	Lefferts Garden
10355806	Clinton Hill
918610	Morningside Heights
4412533	East Harlem
4932310	East Harlem
4457556	East Harlem
263251	Greenpoint
12452869	Greenpoint
